,Country,EdLevel,YearsCodePro,Employment,Salary,UndergradMajor
63085,36,2,12.0,0,200000.0,6
51811,35,0,2.0,0,29148.0,6
46277,36,0,12.0,0,162000.0,6
25899,30,0,6.0,0,42966.0,6
20687,0,0,15.0,0,33912.0,6
13292,23,0,5.0,0,3444.0,9
22711,6,0,6.0,0,45803.0,6
48919,14,0,5.0,0,9075.0,6
11932,36,0,5.0,0,85000.0,6
22262,23,0,2.0,0,20640.0,6
55066,9,1,3.0,0,60972.0,6
57362,23,0,4.0,0,9600.0,6
71121,23,1,7.0,2,20760.0,9
52172,36,0,20.0,0,150000.0,6
38662,23,1,6.0,0,150312.0,8
53970,36,0,28.0,0,130000.0,6
56149,36,0,7.0,0,95000.0,6
28890,36,1,18.0,0,125000.0,6
40694,22,2,1.0,0,47398.0,2
30571,11,0,3.0,0,63016.0,6
64191,31,2,4.0,0,36816.0,3
63016,6,0,34.0,0,83194.0,5
35565,36,0,13.0,0,165000.0,6
53902,36,0,4.0,0,75000.0,3
9906,22,0,3.0,0,74652.0,6
31474,36,1,3.0,0,90000.0,8
67023,11,2,10.0,0,97288.0,6
52276,4,0,7.0,0,16264.0,9
12170,36,0,10.0,0,170000.0,2
54763,23,0,6.0,0,24023.0,9
33984,1,1,3.0,1,10440.0,6
68768,2,0,6.0,0,65940.0,6
39590,15,1,3.0,0,5700.0,6
5605,25,1,10.0,0,22440.0,5
34857,36,0,4.0,0,63500.0,4
65994,23,0,4.0,0,25152.0,6
4739,35,0,1.0,0,49722.0,6
4286,17,0,1.0,0,31344.0,6
22584,1,0,8.0,0,108795.0,5
39586,31,0,6.0,0,59652.0,6
48614,34,2,15.0,0,17124.0,9
16088,35,0,7.0,0,75237.0,6
68818,35,0,5.0,0,71093.0,6
31612,3,2,6.0,0,60725.0,2
54808,11,1,9.0,0,59454.0,10
57766,36,0,1.0,0,58500.0,6
57229,17,1,0.5,0,45528.0,6
37206,23,0,0.5,0,11844.0,5
26941,11,2,6.0,0,54996.0,6
31974,14,0,2.0,0,16791.0,6
30139,15,0,5.0,0,17100.0,6
7202,6,2,2.0,0,58017.0,5
53234,4,1,0.5,1,3852.0,9
68411,11,2,20.0,0,41508.0,6
21086,35,2,8.0,2,125616.0,6
34595,36,0,31.0,0,234000.0,6
38221,31,0,8.0,0,59652.0,6
21878,23,0,0.5,0,10308.0,6
47982,20,2,5.0,2,51888.0,6
18408,36,1,5.0,0,50000.0,8
47583,31,2,13.0,0,63816.0,6
34638,21,2,4.0,2,58600.0,6
42585,27,0,8.0,0,37596.0,6
53387,4,0,21.0,0,21996.0,6
26965,26,2,2.0,0,48120.0,3
12209,30,0,5.0,0,32081.0,6
43828,6,0,15.0,0,137271.0,6
50084,18,1,10.0,0,37834.0,6
38695,23,2,8.0,0,25692.0,6
58977,32,3,20.0,0,121979.0,6
32956,14,0,4.0,0,11194.0,6
14893,27,2,9.0,0,12828.0,6
49934,35,0,8.0,0,109871.0,6
52087,35,0,16.0,0,71093.0,6
6609,12,0,3.0,0,16500.0,6
49275,23,1,3.0,0,30267.0,6
48835,15,2,7.0,0,22800.0,5
63029,0,1,8.0,0,24324.0,6
49860,20,0,4.0,0,50806.0,6
571,32,3,7.0,0,210973.0,6
45395,36,2,24.0,0,120000.0,6
49281,14,0,3.0,0,16752.0,6
20846,36,2,7.0,0,100000.0,0
45341,36,0,12.0,0,110000.0,6
60262,33,2,8.0,0,19728.0,6
16615,36,0,8.0,0,218000.0,2
55086,23,1,7.0,0,9080.0,10
59477,27,0,5.0,0,27144.0,6
38416,36,0,4.0,0,140000.0,6
9514,14,0,6.0,0,16092.0,6
66115,1,0,6.0,0,90193.0,6
12583,24,0,2.0,0,5196.0,6
39215,10,1,28.0,0,48120.0,6
17365,36,2,15.0,0,100000.0,6
64247,23,0,17.0,2,31600.0,6
19039,30,2,3.0,0,52934.0,4
62753,32,0,11.0,0,111814.0,6
47693,11,1,4.0,0,32424.0,8
25030,28,2,18.0,0,30252.0,3
53041,26,3,12.0,0,37620.0,6
28387,23,2,10.0,0,65166.0,6
24498,11,3,8.0,1,28644.0,3
68461,10,3,7.0,0,48644.0,3
48033,23,1,0.5,0,2316.0,6
41821,23,0,1.0,0,7344.0,6
20362,4,0,16.0,0,22620.0,6
30144,14,0,1.0,0,6720.0,6
809,4,0,3.0,0,3276.0,10
66646,36,2,3.0,0,146000.0,3
714,6,0,13.0,0,72522.0,6
20247,6,1,21.0,0,82064.0,6
12295,25,2,10.0,0,72888.0,6
45845,35,2,2.0,0,67215.0,3
42579,36,0,23.0,0,108000.0,5
23124,36,1,5.0,0,67000.0,10
3340,36,1,8.0,0,130000.0,3
12530,20,0,10.0,0,63240.0,6
23612,36,0,0.5,0,50000.0,6
51457,31,1,10.0,2,147276.0,6
19152,31,1,7.0,1,39768.0,6
35980,20,2,6.0,0,65308.0,6
46438,23,0,9.0,2,42000.0,6
5164,23,0,4.0,0,18960.0,6
2221,36,0,23.0,0,140000.0,9
6538,14,0,3.0,0,3848.0,5
34047,8,1,5.0,0,75500.0,6
70112,23,1,6.0,0,43239.0,6
22918,14,0,2.0,0,5597.0,6
41391,36,0,0.5,0,63000.0,6
48806,23,0,3.0,0,4500.0,6
70431,14,1,4.0,0,34206.0,5
62112,10,2,7.0,0,129718.0,6
35455,11,0,10.0,0,72411.0,5
41472,23,0,4.0,0,41616.0,6
54905,31,2,5.0,2,61368.0,5
34946,33,0,8.0,0,24192.0,6
62100,10,0,6.0,0,39996.0,6
33859,35,1,8.0,0,99444.0,6
2192,35,0,4.0,0,58881.0,6
48530,18,0,5.0,0,25944.0,6
21936,36,1,18.0,0,165000.0,6
66671,20,2,6.0,0,64860.0,6
48486,14,0,5.0,0,8124.0,6
27762,36,0,8.0,0,100000.0,9
11891,36,0,10.0,0,60000.0,10
56289,36,0,4.0,0,85000.0,6
57375,36,0,20.0,2,230000.0,4
70629,0,0,20.0,0,35028.0,9
19417,36,0,9.0,0,165000.0,6
68967,23,2,3.0,0,30105.0,5
48493,11,2,6.0,0,75669.0,9
5589,36,0,5.0,0,80000.0,6
22973,35,0,37.0,0,85051.0,6
39523,23,0,5.0,0,12852.0,9
6632,36,3,1.0,0,70000.0,4
10933,14,0,2.0,0,20989.0,5
66890,23,0,2.0,0,4236.0,6
25985,4,0,8.0,1,4920.0,5
25508,23,0,4.0,0,15540.0,6
39874,0,0,7.0,0,8400.0,6
62928,36,0,9.0,0,115000.0,6
53919,19,0,7.0,0,19392.0,5
63502,11,0,7.0,0,64859.0,6
33162,36,2,10.0,0,180000.0,6
24806,2,2,8.0,0,56142.0,6
49389,11,0,4.0,0,70048.0,9
67383,36,2,8.0,2,50000.0,6
28727,23,1,4.0,2,11652.0,6
3101,22,0,15.0,0,88871.0,6
21901,30,1,5.0,0,40101.0,3
19146,23,2,6.0,0,40308.0,6
60043,14,0,1.0,0,2928.0,5
37575,14,2,6.0,0,13825.0,6
21481,4,0,5.0,0,16068.0,6
53689,17,0,11.0,0,127680.0,6
69831,31,0,4.0,0,42348.0,9
42497,14,0,7.0,0,6996.0,6
32892,36,0,7.0,0,135000.0,9
70117,23,0,1.0,2,7092.0,5
27384,36,1,23.0,0,100000.0,6
26769,35,0,8.0,0,65424.0,6
44773,35,2,7.0,0,116333.0,3
5725,36,0,17.0,0,140000.0,6
65173,23,0,5.0,0,51888.0,6
2704,27,0,5.0,0,33108.0,6
41527,23,0,6.0,0,21600.0,6
54266,23,0,14.0,0,64548.0,6
30785,14,0,4.0,0,13573.0,6
43948,35,0,6.0,0,54289.0,6
31051,6,0,2.0,0,136646.0,6
24480,30,0,6.0,0,40101.0,6
14535,23,1,15.0,2,51696.0,6
40730,13,0,3.0,0,20930.0,6
44609,36,2,28.0,0,120000.0,6
69208,36,0,6.0,0,76000.0,5
1705,35,2,7.0,0,58881.0,6
42202,4,0,5.0,0,45900.0,5
69702,23,0,5.0,0,32424.0,9
57506,23,1,3.0,0,14400.0,6
62618,11,0,12.0,0,102693.0,6
27506,11,2,10.0,0,60725.0,6
21780,23,2,6.0,0,77664.0,9
1382,3,1,3.0,0,34368.0,6
5678,6,0,8.0,0,68705.0,6
56428,4,0,7.0,0,54972.0,6
35911,23,0,0.5,0,14340.0,6
7322,23,0,8.0,0,34416.0,5
60638,14,2,2.0,0,5028.0,6
44373,6,1,26.0,0,79413.0,9
50487,34,1,2.0,1,11748.0,6
9212,23,2,0.5,0,5088.0,6
15693,11,3,6.0,0,61437.0,3
18026,6,0,22.0,0,80155.0,5
67963,14,0,4.0,0,15358.0,10
69164,29,1,7.0,2,24012.0,6
30589,23,1,11.0,1,10872.0,5
61041,23,1,15.0,0,12348.0,6
43322,35,0,4.0,0,71966.0,6
27792,35,0,8.0,2,163550.0,6
70103,36,0,14.0,0,92000.0,9
22405,14,0,11.0,0,47576.0,5
22360,19,0,2.0,0,5250.0,6
22844,36,0,6.0,0,200000.0,6
18308,23,0,10.0,0,51986.0,9
43093,34,0,3.0,2,1296.0,10
58358,14,0,6.0,0,18150.0,6
66079,20,0,8.0,0,42156.0,6
53202,36,0,6.0,0,80000.0,6
46672,14,0,3.0,0,11724.0,6
32716,25,0,7.0,0,41688.0,5
44591,36,2,5.0,0,115000.0,5
51255,36,0,5.0,0,90000.0,10
61676,36,2,10.0,0,115000.0,6
54894,32,2,12.0,2,194149.0,6
58516,14,0,4.0,0,15009.0,5
52789,36,0,3.0,0,75000.0,6
55191,35,2,2.0,0,45241.0,6
28334,18,2,15.0,0,43538.0,3
65692,36,1,31.0,0,110000.0,6
14251,28,0,5.0,2,37800.0,6
41253,14,2,5.0,0,11054.0,10
6120,36,3,0.5,0,56000.0,4
40227,36,0,5.0,0,140000.0,6
14003,19,0,7.0,0,24288.0,10
35253,23,0,5.0,0,6876.0,6
18290,10,2,5.0,0,40674.0,9
14833,31,0,2.0,0,45072.0,10
44766,36,0,5.0,0,93000.0,6
16683,14,0,11.0,0,26586.0,5
26921,19,0,6.0,0,28272.0,4
9904,10,2,6.0,0,41247.0,6
2500,20,1,3.0,0,61872.0,6
4509,36,1,4.0,0,98910.0,6
61787,14,2,9.0,0,17592.0,6
63579,14,0,1.0,0,5250.0,5
10744,24,0,2.0,0,2544.0,6
3668,1,0,18.0,0,107344.0,6
24019,22,2,2.0,0,70505.0,5
70494,36,2,8.0,0,83640.0,6
13790,36,0,5.0,0,95000.0,6
39715,36,0,7.0,0,120000.0,5
5985,25,2,5.0,2,40080.0,3
41633,28,2,5.0,0,25668.0,6
29060,36,0,8.0,0,105000.0,5
44167,35,2,22.0,0,67215.0,6
68696,14,0,9.0,0,27686.0,6
14287,6,1,2.0,0,61050.0,6
6517,10,2,3.0,0,38955.0,6
40698,4,1,2.0,0,14748.0,9
65941,36,0,39.0,0,104000.0,3
45405,36,0,5.0,0,100000.0,6
47977,23,0,5.0,0,17808.0,6
48121,7,2,18.0,0,41568.0,1
26545,2,1,20.0,0,41244.0,6
14525,36,0,11.0,0,80000.0,6
8696,9,0,2.0,0,48120.0,6
13981,15,2,1.0,0,8556.0,5
70195,35,0,22.0,0,116333.0,6
55852,11,3,3.0,0,64859.0,3
30130,36,0,4.0,0,110000.0,6
67776,21,0,1.0,0,28750.0,6
33520,35,0,35.0,0,78508.0,6
69834,23,2,14.0,0,36000.0,6
71120,28,0,4.0,0,37752.0,9
43340,36,0,8.0,0,160000.0,6
66256,0,1,1.0,0,11353.0,6
30397,30,1,23.0,2,27492.0,0
23486,11,2,20.0,0,76765.0,6
9926,12,2,4.0,0,25665.0,5
70243,23,0,1.0,0,15888.0,6
64423,23,2,9.0,2,72000.0,3
9805,8,2,7.0,0,89124.0,6
46783,36,0,20.0,0,175000.0,6
7286,6,1,3.0,0,76339.0,0
69006,10,2,6.0,0,59454.0,6
60491,36,0,27.0,0,150000.0,4
39487,2,1,0.5,0,21996.0,6
27428,23,0,0.5,0,13500.0,3
26644,8,1,18.0,0,104964.0,6
39866,36,0,12.0,0,110000.0,0
12601,36,2,18.0,0,105000.0,9
12850,23,0,5.0,0,26784.0,6
67856,23,0,0.5,0,7116.0,6
68713,20,0,10.0,2,59454.0,6
63694,4,1,2.0,0,4404.0,9
5406,36,1,9.0,2,45000.0,6
61369,36,0,0.5,0,68000.0,4
20379,31,0,3.0,0,39768.0,6
16318,6,0,34.0,0,68700.0,6
70892,23,1,2.0,0,9000.0,6
17305,36,0,11.0,0,205000.0,6
67815,23,2,0.5,0,14712.0,6
42996,11,2,0.5,0,52932.0,6
33749,4,0,17.0,0,27864.0,6
30016,35,0,39.0,2,62808.0,2
14864,14,0,0.5,0,4198.0,6
52969,11,0,5.0,1,15564.0,6
12806,23,0,5.0,1,3672.0,6
58605,36,0,12.0,0,100000.0,6
27774,23,0,4.0,0,4296.0,6
48680,20,0,4.0,1,25944.0,6
9542,20,0,10.0,2,219984.0,6
42605,23,0,4.0,0,8844.0,6
45005,4,1,2.0,0,9624.0,6
7662,36,0,6.0,0,181000.0,6
39906,14,0,12.0,0,6996.0,10
42174,0,1,8.0,0,7428.0,6
67780,36,2,3.0,0,110000.0,6
36479,36,0,3.0,0,90000.0,6
10462,13,2,10.0,0,38976.0,6
53427,36,0,6.0,0,126200.0,6
19776,25,2,1.0,0,28212.0,4
14822,10,2,3.0,0,48121.0,9
52408,16,2,20.0,0,129718.0,5
29907,35,3,5.0,0,52339.0,6
28898,26,2,6.0,0,16500.0,6
37165,8,2,4.0,0,81024.0,6
53557,16,2,5.0,0,74497.0,2
22546,5,0,10.0,0,42120.0,0
51657,35,0,9.0,0,59459.0,6
38720,5,1,25.0,2,54996.0,6
19668,3,2,10.0,0,68748.0,5
67752,4,2,20.0,0,57720.0,6
36652,23,0,0.5,0,9708.0,5
19078,23,2,4.0,0,22512.0,6
68766,20,0,3.0,0,47563.0,6
3658,35,0,0.5,0,41871.0,6
42581,35,0,22.0,0,104678.0,3
61376,15,0,3.0,1,8556.0,6
57360,33,0,3.0,0,17160.0,6
61823,30,0,17.0,0,54049.0,6
65596,36,0,6.0,0,92000.0,4
21117,33,0,13.0,0,27648.0,6
14155,6,1,10.0,0,42000.0,6
69556,36,0,30.0,0,110000.0,6
18936,1,1,2.0,0,36700.0,6
47970,30,0,15.0,0,29186.0,6
66801,23,2,34.0,0,120000.0,6
13730,14,0,2.0,0,19310.0,6
57919,23,1,5.0,0,22296.0,5
44780,36,1,15.0,0,210000.0,6
65370,9,0,5.0,1,29832.0,6
2991,35,1,7.0,0,85994.0,6
39280,23,2,3.0,0,17016.0,6
31535,13,1,2.0,0,7800.0,6
44801,36,0,3.0,0,43585.0,6
40472,25,1,2.0,2,13464.0,8
64535,31,2,27.0,0,69348.0,6
14465,16,0,4.0,0,57287.0,6
42707,31,0,5.0,0,46392.0,6
17977,36,0,34.0,0,125000.0,6
21853,4,2,20.0,0,45900.0,6
59348,33,0,6.0,2,92136.0,5
70889,14,0,3.0,0,5585.0,6
16303,31,0,17.0,0,54348.0,6
47192,7,2,7.0,0,24420.0,6
15310,36,0,1.0,0,57750.0,3
68090,23,0,1.0,0,4236.0,6
30956,36,1,17.0,0,104000.0,8
69159,36,0,3.0,0,145000.0,3
1947,36,2,3.0,0,54000.0,9
30034,35,2,32.0,1,41871.0,3
15933,12,0,12.0,0,56142.0,9
61719,24,0,3.0,0,2340.0,10
42786,14,0,6.0,0,33588.0,6
23810,11,1,4.0,2,25206.0,6
35061,34,2,2.0,0,12984.0,9
13887,6,0,17.0,2,87789.0,6
24158,23,1,7.0,0,17520.0,10
41280,23,2,4.0,0,38424.0,6
69316,15,0,3.0,0,8556.0,6
17670,36,0,13.0,0,109000.0,9
17410,23,1,4.0,0,8808.0,6
14247,11,0,2.0,1,45830.0,6
12860,6,1,1.0,0,36642.0,6
52806,23,3,15.0,0,32424.0,3
54899,35,1,18.0,0,235000.0,6
52283,4,0,3.0,0,6876.0,6
2535,23,3,2.0,0,25000.0,6
61778,12,0,7.0,0,23352.0,10
40777,35,2,20.0,0,163559.0,0
23545,36,3,10.0,0,148000.0,2
38302,36,0,13.0,0,185000.0,6
29785,20,2,26.0,0,69891.0,3
32803,36,3,6.0,0,87000.0,5
18114,0,3,4.0,0,22608.0,6
13133,3,2,2.0,0,45830.0,5
19564,30,1,4.0,0,42393.0,6
60326,23,0,3.0,0,13200.0,6
53230,16,0,7.0,0,216196.0,6
70650,23,0,8.0,0,77184.0,6
27770,23,0,8.0,0,21504.0,6
54443,23,0,5.0,0,64860.0,6
42382,30,0,5.0,0,27498.0,6
25573,9,2,3.0,0,49500.0,6
47744,14,0,6.0,2,17450.0,6
57093,36,0,20.0,0,210000.0,6
25960,15,2,5.0,0,19956.0,6
3152,23,1,3.0,0,11856.0,9
47383,14,0,3.0,0,5028.0,5
13899,17,0,16.0,0,112164.0,6
68889,4,0,25.0,0,19236.0,9
33208,22,0,18.0,0,74652.0,6
53016,11,2,1.0,1,35672.0,4
48485,14,0,1.0,0,5278.0,6
33117,11,2,6.0,0,59124.0,5
70050,23,0,8.0,0,1476.0,5
48303,25,2,8.0,0,57708.0,6
5731,35,2,14.0,0,68342.0,5
34030,1,1,23.0,0,87036.0,5
56139,36,2,20.0,0,120000.0,6
5461,7,2,3.0,0,32076.0,6
34806,14,2,1.0,0,5037.0,10
26970,14,0,2.0,0,5639.0,6
4323,23,2,2.0,0,5256.0,5
37039,14,2,1.0,0,3696.0,6
27903,36,0,10.0,0,200000.0,5
69792,23,2,5.0,0,22056.0,6
40558,36,1,6.0,0,96000.0,2
43891,36,0,4.0,0,90000.0,6
66380,11,0,1.0,0,43239.0,6
60295,11,1,18.0,0,58373.0,6
2870,6,0,2.0,0,108782.0,6
46256,1,0,19.0,0,72154.0,6
27543,36,1,3.0,0,50000.0,6
40516,14,0,5.0,0,11194.0,6
44925,36,1,40.0,0,250000.0,6
22416,23,2,10.0,0,48120.0,6
40707,14,0,4.0,0,10752.0,6
10605,17,0,17.0,2,180000.0,6
14262,18,2,6.0,0,45830.0,6
12756,36,0,5.0,0,105000.0,6
502,35,2,2.0,0,49722.0,6
25276,36,2,9.0,0,85000.0,4
36273,29,0,2.0,0,31523.0,6
23083,23,0,5.0,0,3024.0,5
30396,36,0,2.0,0,55000.0,6
22744,26,0,11.0,0,86616.0,6
32007,32,0,4.0,0,105486.0,6
69296,32,0,12.0,0,193133.0,6
48565,14,2,9.0,0,22339.0,6
41158,23,0,1.0,0,43008.0,3
55581,10,0,1.0,0,32429.0,10
45135,36,0,5.0,0,63200.0,6
14059,25,0,7.0,0,22764.0,6
65175,27,2,20.0,0,58368.0,6
55292,14,1,1.0,0,7536.0,6
55144,28,2,6.0,0,32088.0,6
60750,2,0,11.0,0,86478.0,5
58892,36,0,0.5,0,102630.0,6
10291,23,2,7.0,0,14340.0,3
24501,36,0,2.0,0,100000.0,6
60388,36,0,16.0,2,36000.0,6
54515,35,0,1.0,0,39424.0,6
21162,14,0,4.0,0,22388.0,6
40740,6,0,13.0,0,65651.0,6
24844,4,2,12.0,0,13764.0,6
22622,6,0,3.0,0,44276.0,6
65647,36,2,13.0,0,62000.0,4
51094,36,1,3.0,0,51000.0,6
42536,11,3,13.0,0,95097.0,6
5723,14,0,4.0,0,8064.0,9
24110,30,2,1.0,0,28644.0,6
70204,23,0,6.0,0,60432.0,9
599,9,2,0.5,2,68748.0,2
32976,34,0,1.0,2,17508.0,9
43050,22,2,44.0,0,130344.0,5
39654,11,1,3.0,0,48120.0,8
36705,12,2,2.0,0,15120.0,6
18535,11,0,4.0,0,54996.0,6
11276,34,0,2.0,0,30300.0,6
10330,23,0,3.0,0,17988.0,6
71073,36,2,9.0,0,110000.0,9
8232,14,2,3.0,0,2772.0,6
34515,21,0,4.0,0,51038.0,6
4147,35,0,5.0,0,91593.0,6
46517,36,0,30.0,0,220000.0,6
67446,14,2,25.0,0,16056.0,3
2703,36,0,2.0,0,100000.0,6
27276,23,0,0.5,0,23004.0,6
46931,14,2,3.0,0,2508.0,6
16471,9,1,5.0,0,49500.0,6
31850,8,0,6.0,0,95760.0,6
42040,6,0,13.0,0,106874.0,6
48321,31,0,24.0,2,38916.0,6
38205,14,0,1.0,0,2239.0,6
38883,23,0,4.0,0,53615.0,6
66160,10,2,6.0,1,38916.0,6
62595,1,0,6.0,0,93533.0,6
26690,30,1,4.0,0,30935.0,10
37525,31,3,5.0,0,61644.0,3
30173,36,0,4.0,0,117000.0,9
14338,23,0,5.0,0,35580.0,6
54428,23,2,8.0,2,79536.0,5
34434,36,2,6.0,0,135000.0,6
18982,25,3,15.0,2,16032.0,6
3993,23,0,4.0,0,32724.0,8
21077,36,2,6.0,0,210000.0,6
10117,36,2,23.0,0,218500.0,5
19654,14,0,0.5,0,63468.0,5
56046,30,2,9.0,0,43239.0,6
13499,35,2,15.0,0,49722.0,10
48641,7,1,12.0,0,43303.0,7
61821,16,3,5.0,0,64859.0,2
67775,23,0,2.0,1,50303.0,6
15543,8,1,11.0,0,84247.0,6
12129,10,2,4.0,0,41820.0,6
39648,36,0,2.0,0,40000.0,3
32989,36,1,3.0,0,105000.0,0
822,14,0,2.0,0,37776.0,6
60986,35,0,2.0,0,140000.0,6
10641,13,2,8.0,0,72150.0,6
26765,1,0,17.0,0,94289.0,6
64043,36,0,10.0,0,115000.0,5
6586,36,2,7.0,0,103000.0,5
19275,36,0,11.0,0,185000.0,6
27574,6,0,24.0,2,137412.0,6
44144,36,0,12.0,0,65395.0,6
69901,15,0,7.0,0,37056.0,6
52453,25,2,10.0,2,60744.0,6
25390,36,0,5.0,0,100500.0,6
12992,14,0,3.0,0,8064.0,5
23456,14,0,9.0,0,19590.0,6
30158,23,2,8.0,0,27408.0,6
40770,31,2,14.0,0,92796.0,6
22121,25,1,1.0,0,16032.0,3
45503,6,0,8.0,0,90758.0,7
51830,36,0,3.0,0,70000.0,6
67589,36,3,10.0,0,250000.0,6
12778,1,0,12.0,0,76156.0,6
52010,36,0,5.0,0,86000.0,4
67659,6,0,16.0,0,69581.0,6
48099,11,2,5.0,0,77831.0,6
48540,23,0,11.0,0,49470.0,5
52440,33,1,2.0,0,9864.0,10
24302,36,0,32.0,0,150000.0,5
29408,10,2,10.0,0,50986.0,5
49411,29,1,4.0,0,10728.0,6
54906,4,1,10.0,0,28634.0,6
16667,30,3,9.0,0,20628.0,6
40949,35,0,5.0,0,39254.0,3
28780,18,0,6.0,0,40101.0,6
63527,31,0,4.0,0,47868.0,4
35018,12,2,7.0,0,14640.0,3
59652,31,0,12.0,0,67500.0,9
52609,36,0,5.0,0,110000.0,6
3139,36,0,2.0,0,75000.0,6
25642,14,0,1.0,0,2184.0,5
71162,4,2,17.0,0,23364.0,6
59088,35,0,5.0,0,45241.0,6
24592,20,2,7.0,0,74474.0,6
27572,23,0,1.0,0,13536.0,6
51274,31,3,3.0,0,56460.0,3
7907,35,1,30.0,0,65424.0,2
59323,25,2,5.0,0,30372.0,6
34396,11,2,8.0,0,54996.0,6
30253,11,3,20.0,0,93951.0,6
9939,11,0,4.0,1,54996.0,6
67876,36,0,35.0,0,109000.0,6
27152,4,1,2.0,0,6732.0,10
63774,25,1,5.0,0,28350.0,6
33379,36,0,18.0,0,180000.0,6
64793,27,0,4.0,0,21708.0,6
40798,0,1,4.0,0,18384.0,9
40911,3,0,12.0,0,50868.0,6
53130,11,0,6.0,0,54049.0,6
22285,26,1,8.0,2,16500.0,6
35751,36,0,3.0,0,62000.0,6
1265,24,0,3.0,0,12996.0,6
27204,36,0,2.0,0,76000.0,6
63943,4,0,1.0,0,2196.0,6
8137,35,0,12.0,0,52339.0,6
11829,14,0,1.0,0,5040.0,5
35606,20,2,4.0,0,51559.0,6
62809,7,1,5.0,0,34296.0,6
2316,36,2,4.0,2,112000.0,6
62511,14,0,2.0,0,3351.0,6
53589,36,0,14.0,0,200000.0,6
18059,28,3,9.0,0,31164.0,6
30327,10,0,6.0,0,50413.0,10
19351,20,0,2.0,0,28188.0,2
34860,6,1,4.0,0,72522.0,0
54665,28,1,6.0,0,16980.0,6
64609,36,0,4.0,0,109000.0,6
61688,1,0,4.0,0,58792.0,5
36097,17,1,4.0,1,30000.0,10
31490,14,2,3.0,0,92352.0,6
30107,20,0,10.0,0,56784.0,6
9593,23,2,3.0,0,14868.0,5
39738,10,2,5.0,0,43992.0,6
12332,19,1,15.0,0,37692.0,8
14698,11,1,2.0,1,15816.0,6
45756,30,1,17.0,0,64859.0,6
3794,31,2,4.0,0,30228.0,6
54274,18,2,3.0,0,32429.0,6
23898,35,2,36.0,0,66732.0,5
69881,14,0,1.0,0,6073.0,6
16888,14,2,4.0,2,24500.0,9
37126,22,0,6.0,0,77022.0,6
5025,30,2,7.0,0,57287.0,5
16643,33,0,7.0,0,11520.0,6
60787,10,2,2.0,0,27240.0,6
62114,27,0,5.0,0,20352.0,6
59113,11,2,16.0,0,59454.0,6
33738,36,0,3.0,0,30000.0,6
35583,2,1,7.0,0,41244.0,6
69222,19,0,5.0,0,14868.0,6
29832,11,2,6.0,0,57287.0,6
62610,3,0,8.0,0,44100.0,6
29985,25,0,0.5,0,30456.0,8
60738,18,2,0.5,2,17508.0,6
38568,14,0,2.0,0,8568.0,6
65814,36,0,10.0,0,47500.0,6
40712,4,2,6.0,0,19668.0,6
42836,36,0,3.0,0,70000.0,4
52005,14,0,1.0,0,20943.0,6
62374,36,0,19.0,0,151000.0,6
27700,33,0,4.0,0,11292.0,6
37202,14,0,5.0,0,10914.0,5
26055,36,0,3.0,0,60000.0,6
59705,14,0,1.0,0,4188.0,6
49715,25,2,20.0,2,15192.0,6
68441,2,1,12.0,2,60000.0,6
25545,11,2,7.0,0,64162.0,2
4554,36,2,10.0,0,130000.0,5
53830,36,2,3.0,0,115000.0,6
59569,23,2,13.0,0,51888.0,6
23062,14,0,4.0,0,13167.0,6
43394,36,1,0.5,0,115000.0,3
54622,11,1,10.0,0,81720.0,6
59700,15,0,4.0,0,50000.0,5
33733,8,2,4.0,0,69972.0,6
22183,11,0,4.0,0,71036.0,6
7300,36,0,2.0,0,70000.0,4
48964,23,1,20.0,0,25944.0,5
64263,32,3,3.0,0,121979.0,2
15941,36,2,9.0,0,40000.0,3
38945,35,0,3.0,0,41217.0,6
36108,33,0,3.0,0,4608.0,5
60167,11,0,15.0,0,77831.0,6
7636,10,2,10.0,0,45830.0,6
50347,20,0,10.0,0,56211.0,6
58733,23,0,1.0,0,8652.0,5
54115,36,0,40.0,0,100000.0,5
70869,11,2,0.5,0,65940.0,6
61739,23,0,2.0,0,5220.0,6
52304,36,0,4.0,0,94600.0,6
24541,35,2,4.0,0,39254.0,2
6488,22,2,12.0,0,88871.0,6
36934,23,0,9.0,0,13584.0,9
9151,11,2,5.0,0,73328.0,3
62948,36,2,41.0,0,220000.0,6
38865,23,2,0.5,2,180000.0,2
30587,6,1,4.0,0,61071.0,6
14464,23,0,3.0,0,45372.0,5
34360,36,0,2.0,0,61000.0,6
25406,23,2,1.0,0,1644.0,6
56379,23,0,2.0,0,6300.0,6
62954,36,0,2.0,0,60000.0,6
13425,29,0,2.0,0,13704.0,6
46938,36,0,20.0,0,166000.0,5
66954,23,1,10.0,0,30732.0,6
43411,35,1,12.0,2,196250.0,6
32118,6,0,33.0,0,142753.0,6
64809,27,2,5.0,0,27144.0,6
26209,25,2,4.0,0,36876.0,6
32827,14,0,6.0,0,13764.0,5
37595,19,1,6.0,0,12564.0,10
25817,23,0,2.0,0,5196.0,6
42452,36,0,5.0,0,93000.0,6
67586,36,0,6.0,0,95000.0,6
6290,36,0,2.0,0,100000.0,6
40286,10,2,23.0,0,51559.0,6
66906,23,0,6.0,0,93230.0,6
9355,33,0,1.0,2,19584.0,5
7391,4,1,5.0,0,17376.0,2
47122,14,0,13.0,0,125652.0,6
51079,23,0,5.0,0,6924.0,6
