Country,EdLevel,YearsCodePro,Employment,Salary,UndergradMajor
36,0,10.0,0,120000.0,2
23,3,9.0,0,58800.0,9
31,0,8.0,0,71580.0,4
35,0,10.0,0,54956.0,2
36,0,13.0,0,95000.0,6
36,0,4.0,0,98000.0,6
36,0,0.5,0,72500.0,6
23,0,5.0,0,38340.0,6
28,0,8.0,0,15768.0,4
36,1,1.0,0,70000.0,6
23,2,2.0,0,27372.0,2
36,0,17.0,0,177000.0,5
23,2,24.0,0,13752.0,6
23,2,9.0,0,94740.0,6
23,3,3.0,0,15528.0,6
36,2,4.0,0,35000.0,4
35,1,11.0,0,163559.0,3
10,1,1.0,0,24744.0,6
31,2,13.0,0,67548.0,6
36,1,2.0,0,97000.0,10
36,0,40.0,0,115000.0,5
35,3,2.0,0,78508.0,3
36,1,5.0,0,60000.0,6
21,3,5.0,0,51727.0,6
16,1,5.0,0,130615.0,6
14,0,6.0,0,15392.0,5
25,0,6.0,0,36340.0,6
36,2,9.0,0,211000.0,6
36,0,3.0,0,80000.0,6
0,2,22.0,0,22608.0,9
6,0,2.0,0,50383.0,6
36,0,20.0,0,130000.0,6
23,1,15.0,2,47150.0,6
36,1,4.0,0,130000.0,6
19,0,11.0,0,17280.0,10
36,0,19.0,0,106000.0,6
11,2,0.5,0,63016.0,6
36,2,20.0,0,98000.0,2
4,0,8.0,0,64908.0,6
28,3,5.0,0,27504.0,6
19,0,13.0,0,140000.0,6
23,0,12.0,0,18012.0,6
36,0,4.0,0,83000.0,6
23,0,0.5,0,11961.0,6
23,1,6.0,0,17472.0,6
17,0,16.0,0,164947.0,6
5,1,0.5,0,9132.0,6
36,0,2.0,0,101000.0,6
35,0,25.0,2,104678.0,2
23,1,5.0,0,18996.0,4
14,0,3.0,0,12594.0,9
30,2,7.0,0,16500.0,5
33,2,8.0,0,23040.0,6
23,0,10.0,2,34372.0,6
4,0,2.0,0,8196.0,6
0,0,16.0,0,58140.0,6
14,2,7.0,2,28000.0,0
34,2,3.0,0,26400.0,6
0,0,7.0,1,14208.0,6
15,0,2.0,0,59400.0,6
10,0,7.0,0,54996.0,10
23,0,13.0,2,8784.0,6
36,1,3.0,0,40000.0,6
1,0,22.0,2,126927.0,6
36,2,4.0,0,76000.0,6
36,0,6.0,0,45000.0,6
35,0,3.0,0,49722.0,5
27,0,2.0,0,19812.0,6
35,2,4.0,0,58881.0,6
36,1,0.5,0,55000.0,8
36,0,2.0,0,105000.0,6
27,2,6.0,0,24576.0,6
23,0,5.0,0,25260.0,6
4,1,5.0,1,3768.0,6
36,1,10.0,0,125000.0,9
14,0,2.0,0,5597.0,6
3,2,25.0,0,61872.0,6
36,0,4.0,0,70000.0,9
36,0,4.0,0,105000.0,6
6,2,3.0,0,80155.0,6
23,0,8.0,0,51300.0,6
36,0,0.5,0,73000.0,3
36,2,6.0,0,106000.0,9
11,0,3.0,0,82494.0,6
36,0,1.0,0,60000.0,6
35,1,3.0,0,19627.0,6
23,0,8.0,0,66000.0,6
4,1,30.0,0,20460.0,6
11,2,2.0,0,45830.0,6
4,1,10.0,0,39336.0,9
36,1,33.0,0,187000.0,6
14,0,3.0,0,4200.0,5
4,0,5.0,2,2628.0,6
28,3,16.0,0,40332.0,6
1,0,6.0,0,39891.0,10
10,2,10.0,0,66453.0,6
36,2,6.0,0,29000.0,3
14,1,0.5,0,2772.0,6
36,0,20.0,0,126000.0,5
23,0,4.0,0,54799.0,9
10,2,7.0,0,63016.0,6
36,0,20.0,0,200000.0,6
8,2,4.0,0,69972.0,6
20,2,6.0,0,9166.0,6
23,0,1.0,0,5424.0,0
36,0,3.0,0,52000.0,9
28,2,2.0,0,11004.0,9
36,0,3.0,0,30000.0,6
14,1,3.0,0,7560.0,6
36,1,2.0,1,7200.0,6
1,0,6.0,0,76156.0,6
35,0,4.0,0,52339.0,6
36,0,5.0,0,210000.0,3
36,2,14.0,0,135470.0,6
36,2,15.0,0,150000.0,6
23,2,7.0,0,35747.0,6
23,0,20.0,2,27492.0,6
36,1,31.0,0,160000.0,6
4,0,17.0,0,27864.0,6
14,0,3.0,0,11194.0,0
23,0,4.0,0,31104.0,6
22,2,3.0,0,65172.0,6
23,0,3.0,0,11940.0,6
35,0,39.0,2,71966.0,5
36,0,1.0,0,45000.0,4
24,0,2.0,2,1296.0,6
2,2,3.0,0,46517.0,0
3,1,8.0,0,43308.0,6
27,2,11.0,0,49152.0,6
4,1,0.5,1,3936.0,6
35,0,3.0,0,34347.0,6
35,0,3.0,0,43968.0,0
19,0,5.0,0,9732.0,10
36,0,8.0,0,160000.0,6
35,0,15.0,0,71966.0,6
21,1,16.0,0,86212.0,6
36,0,5.0,0,70000.0,6
19,0,9.0,0,21984.0,6
14,0,4.0,0,14692.0,5
14,0,2.0,0,4198.0,6
35,2,12.0,0,91593.0,6
23,0,5.0,0,62268.0,6
36,1,13.0,2,107500.0,6
36,0,13.0,0,200000.0,6
23,2,7.0,0,49320.0,6
14,0,3.0,0,57370.0,6
36,2,4.0,0,78000.0,0
5,2,20.0,0,35100.0,0
36,0,1.0,0,57985.0,6
4,1,0.5,0,9672.0,9
0,1,5.0,0,36000.0,6
15,2,10.0,0,28500.0,6
26,0,5.0,0,15120.0,6
1,2,10.0,0,116048.0,6
14,2,6.0,0,9670.0,6
1,2,30.0,2,145060.0,6
36,0,6.0,0,105000.0,6
16,2,12.0,0,80202.0,6
10,0,18.0,0,41247.0,6
36,0,0.5,0,65000.0,6
14,0,5.0,0,12594.0,6
36,0,7.0,0,105000.0,6
2,2,20.0,0,63016.0,6
11,1,5.0,1,8268.0,6
2,2,8.0,0,54996.0,9
14,2,2.0,0,4200.0,6
36,0,49.0,0,176000.0,5
15,2,3.0,1,8556.0,6
14,0,7.0,0,19590.0,5
25,0,5.0,0,82824.0,6
36,0,3.0,0,49000.0,6
30,0,6.0,0,68745.0,6
8,2,3.0,0,92073.0,4
36,1,13.0,0,75000.0,6
10,2,4.0,0,54423.0,6
20,1,27.0,0,82127.0,6
14,0,2.0,0,67164.0,6
36,0,10.0,2,114550.0,6
10,2,2.0,0,46976.0,6
36,2,10.0,0,165000.0,6
9,1,11.0,0,82488.0,6
36,0,3.0,0,58000.0,6
36,2,40.0,0,100000.0,6
11,2,12.0,0,99680.0,6
26,0,2.0,2,57744.0,2
6,0,21.0,0,90079.0,6
36,1,14.0,0,215000.0,6
36,2,1.0,0,94500.0,6
23,0,2.0,0,6240.0,6
36,1,2.0,1,32400.0,6
14,0,3.0,0,8396.0,6
36,0,20.0,0,160000.0,10
33,1,10.0,0,48384.0,6
36,1,4.0,0,110000.0,6
36,1,4.0,0,51250.0,6
36,0,12.0,0,91000.0,6
31,1,2.0,0,31812.0,6
14,0,7.0,0,8400.0,5
23,0,5.0,0,40000.0,6
18,2,15.0,0,48121.0,6
28,1,2.0,0,3348.0,10
30,0,4.0,0,13749.0,5
36,1,11.0,0,150000.0,6
36,0,16.0,0,120000.0,6
36,1,5.0,0,155000.0,0
36,2,20.0,0,131000.0,10
28,0,1.0,1,11004.0,6
36,0,4.0,0,88000.0,6
36,2,12.0,0,135000.0,6
23,2,9.0,0,23304.0,6
21,1,20.0,2,9936.0,8
4,1,5.0,0,10488.0,9
6,1,25.0,0,110691.0,6
4,0,10.0,0,31968.0,6
30,0,13.0,2,126032.0,3
23,0,3.0,0,23784.0,6
23,0,11.0,0,34836.0,5
4,0,14.0,0,19668.0,6
36,0,5.0,0,70000.0,6
32,0,4.0,0,90417.0,6
36,0,12.0,0,119000.0,1
0,2,15.0,0,16152.0,6
23,0,4.0,2,20000.0,6
15,0,7.0,0,9700.0,9
35,0,13.0,0,85051.0,3
36,1,6.0,2,7200.0,10
35,0,7.0,0,66732.0,6
23,1,7.0,0,47292.0,6
35,1,8.0,0,99444.0,6
36,0,5.0,0,140000.0,9
23,0,11.0,2,12924.0,6
25,0,3.0,0,18096.0,6
8,2,5.0,0,73656.0,6
36,0,4.0,0,105000.0,6
34,0,1.0,0,4332.0,6
9,0,3.0,0,60192.0,5
14,0,3.0,0,20989.0,6
20,2,22.0,2,137484.0,6
3,2,2.0,0,35748.0,5
36,2,0.5,0,19200.0,2
36,2,6.0,0,75000.0,5
25,0,3.0,0,36876.0,6
4,0,5.0,0,21636.0,5
11,1,6.0,0,64162.0,6
36,0,4.0,0,70000.0,6
20,0,2.0,0,34368.0,6
36,0,6.0,0,185000.0,6
4,2,9.0,0,9840.0,9
23,0,5.0,2,4200.0,9
2,0,20.0,0,194777.0,6
15,0,7.0,0,5136.0,6
4,0,17.0,0,39336.0,6
27,0,2.0,1,9192.0,6
4,0,2.0,0,15084.0,6
11,2,27.0,2,85931.0,6
23,0,3.0,0,16836.0,5
20,0,11.0,0,52991.0,6
36,0,8.0,0,137000.0,6
36,2,8.0,0,72000.0,6
20,0,2.0,0,31620.0,6
17,1,7.0,2,171800.0,3
32,2,6.0,0,90417.0,6
24,2,4.0,2,8664.0,6
36,0,5.0,0,82000.0,6
23,2,5.0,0,33600.0,6
30,0,2.0,1,10312.0,6
30,1,24.0,0,123741.0,6
12,1,13.0,0,34372.0,6
11,0,8.0,0,100253.0,6
36,0,11.0,2,98750.0,6
11,0,2.0,1,12372.0,3
10,2,6.0,2,137484.0,6
36,2,10.0,2,120000.0,0
36,0,7.0,0,100000.0,6
25,2,5.0,0,25656.0,5
23,0,2.0,0,36664.0,6
5,0,2.0,1,10536.0,9
36,0,9.0,0,90000.0,2
6,0,5.0,0,38169.0,10
2,1,3.0,0,39876.0,6
34,2,0.5,0,4236.0,6
35,0,15.0,0,48675.0,6
24,0,6.0,0,10836.0,6
23,0,3.0,0,10992.0,9
36,0,6.0,0,111000.0,6
27,0,2.0,0,19956.0,6
36,0,6.0,0,149378.0,6
36,2,4.0,0,60000.0,6
6,0,1.0,0,49620.0,6
4,2,22.0,0,81960.0,6
14,2,7.0,0,9739.0,6
30,1,4.0,0,32081.0,9
36,2,16.0,0,98000.0,2
36,1,15.0,0,140000.0,4
36,1,18.0,2,36000.0,5
28,2,8.0,1,18336.0,6
35,0,4.0,0,62807.0,3
36,0,14.0,0,210000.0,6
23,0,3.0,1,8400.0,6
9,0,2.0,0,39180.0,6
28,0,3.0,2,25296.0,6
36,3,15.0,0,140000.0,3
23,2,4.0,2,23220.0,6
10,2,4.0,0,23376.0,6
24,0,2.0,0,5196.0,6
10,3,0.5,0,29789.0,10
36,2,5.0,0,90000.0,6
15,2,10.0,0,13752.0,6
24,0,10.0,0,19500.0,6
11,2,16.0,0,93951.0,6
27,0,0.5,0,10116.0,6
35,0,12.0,0,104678.0,6
35,3,3.0,0,34372.0,3
36,0,7.0,0,114000.0,5
23,1,13.0,0,58000.0,5
23,2,5.0,0,38496.0,6
6,1,8.0,0,61071.0,6
14,1,2.0,0,9240.0,6
35,2,5.0,0,45797.0,2
11,2,5.0,0,60725.0,6
10,2,5.0,0,54996.0,6
36,0,7.0,0,140000.0,6
11,0,8.0,0,50413.0,6
31,1,25.0,0,49709.0,3
36,1,7.0,0,67000.0,10
10,0,10.0,0,44684.0,6
36,1,26.0,0,110000.0,6
24,0,2.0,0,6504.0,6
23,2,8.0,0,91660.0,6
14,0,5.0,0,13993.0,5
6,1,3.0,0,77102.0,6
36,2,4.0,0,120000.0,6
14,2,8.0,0,12588.0,6
28,0,9.0,0,21996.0,0
35,3,12.0,0,85051.0,3
6,2,0.5,2,38150.0,2
23,0,3.0,0,2664.0,6
18,2,9.0,0,40101.0,6
36,0,8.0,0,120000.0,6
14,0,5.0,0,22388.0,6
6,1,2.0,0,34352.0,9
23,0,4.0,0,17916.0,10
21,3,5.0,0,77936.0,6
31,2,3.0,0,82848.0,6
36,0,14.0,0,150000.0,6
14,0,6.0,0,11194.0,6
36,2,15.0,0,118500.0,9
16,1,3.0,0,30935.0,6
31,2,4.0,0,47724.0,6
36,0,7.0,0,78000.0,6
35,1,8.0,0,75564.0,4
36,0,12.0,0,80000.0,6
4,0,4.0,0,22944.0,6
1,1,3.0,1,10440.0,6
11,0,8.0,0,74474.0,9
36,2,2.0,0,65000.0,6
36,0,11.0,0,89000.0,3
6,1,6.0,0,31600.0,6
11,0,0.5,2,6192.0,6
10,1,10.0,2,40101.0,8
35,1,11.0,0,65424.0,6
11,2,4.0,1,27492.0,6
35,2,3.0,0,58881.0,6
23,0,2.0,0,32491.0,3
11,2,0.5,0,80202.0,6
36,0,3.0,0,75000.0,3
36,0,10.0,0,120000.0,0
36,0,5.0,0,93000.0,6
36,2,2.0,0,62000.0,6
36,0,1.0,0,82500.0,2
23,1,2.0,0,13000.0,8
15,1,4.0,0,8556.0,6
35,1,4.0,0,68041.0,3
23,2,10.0,2,68748.0,6
23,0,5.0,0,13176.0,6
22,2,7.0,0,90056.0,0
11,0,5.0,0,52704.0,6
11,2,15.0,0,68748.0,3
36,1,10.0,0,89000.0,6
30,2,5.0,0,41247.0,6
36,0,3.0,0,108000.0,0
23,0,1.0,0,12600.0,10
11,0,4.0,0,80202.0,5
30,0,1.0,0,20623.0,6
28,2,1.0,0,12828.0,5
36,1,3.0,0,35000.0,5
25,2,12.0,0,29184.0,5
23,0,8.0,0,26676.0,6
23,0,4.0,2,4044.0,6
35,0,1.0,0,40563.0,6
14,0,0.5,0,3360.0,6
36,0,13.0,0,115000.0,6
36,0,13.0,0,110000.0,6
36,0,25.0,0,120000.0,5
6,0,3.0,0,46948.0,9
27,0,3.0,0,28920.0,6
31,1,10.0,2,77326.0,6
23,0,9.0,0,22248.0,6
35,2,0.5,0,35329.0,5
1,1,23.0,0,87036.0,5
16,0,3.0,0,51559.0,6
36,0,10.0,0,62000.0,10
36,0,5.0,0,115000.0,6
6,0,20.0,0,99240.0,6
36,1,11.0,0,85000.0,8
11,0,9.0,0,63016.0,6
22,2,9.0,0,71097.0,6
36,0,2.0,0,68836.0,2
36,3,11.0,0,244000.0,3
23,0,5.0,0,24912.0,6
36,2,23.0,0,225000.0,6
36,0,0.5,0,80000.0,6
10,2,3.0,0,37810.0,6
20,1,15.0,0,54996.0,6
36,2,17.0,0,117000.0,6
16,0,0.5,0,36664.0,10
8,1,5.0,0,75500.0,6
20,0,2.0,1,13752.0,6
36,3,3.0,0,130000.0,3
36,0,7.0,0,110000.0,6
35,0,10.0,0,104678.0,6
36,0,10.0,0,175000.0,5
23,0,0.5,0,56112.0,6
23,0,1.0,2,40101.0,9
6,0,20.0,0,68705.0,6
10,2,3.0,0,41247.0,6
14,0,3.0,0,19125.0,5
36,0,6.0,0,90000.0,2
27,0,10.0,0,34368.0,6
35,0,5.0,0,71966.0,6
23,0,8.0,0,21600.0,6
19,0,4.0,0,12564.0,6
11,2,25.0,0,97389.0,6
5,1,12.0,0,45636.0,3
36,0,4.0,0,115900.0,6
36,2,18.0,0,180000.0,6
23,0,30.0,0,88860.0,6
3,2,6.0,2,50868.0,5
25,0,1.0,0,21804.0,6
23,0,6.0,0,62208.0,5
9,0,2.0,0,41244.0,6
36,1,5.0,0,110000.0,6
36,2,10.0,0,250000.0,6
36,0,8.0,0,70000.0,6
35,0,15.0,0,65424.0,6
34,2,19.0,0,7788.0,8
24,0,5.0,0,12564.0,6
23,2,25.0,0,6876.0,6
1,1,3.0,0,63826.0,6
23,2,2.0,0,30936.0,5
17,0,12.0,0,102264.0,6
36,1,4.0,0,47000.0,10
36,0,8.0,0,125000.0,6
10,1,15.0,0,43850.0,6
35,1,6.0,0,58881.0,6
32,3,9.0,0,72336.0,3
15,0,1.0,0,136800.0,6
19,0,1.0,1,1884.0,10
1,2,14.0,0,14506.0,6
35,0,7.0,0,130850.0,6
31,0,15.0,0,74232.0,9
36,0,8.0,0,105000.0,9
6,0,35.0,0,122142.0,6
33,0,2.0,0,14520.0,6
4,0,11.0,0,22944.0,6
35,2,20.0,2,170101.0,6
21,0,4.0,0,55176.0,6
35,0,1.0,0,35983.0,6
14,2,5.0,0,5040.0,10
6,0,4.0,0,59544.0,2
15,2,1.0,0,11976.0,6
35,2,10.0,0,47105.0,6
18,1,20.0,0,40101.0,8
36,0,11.0,0,75000.0,6
36,2,24.0,0,150000.0,3
36,0,2.0,0,93000.0,5
36,1,5.0,0,101000.0,2
36,0,3.0,0,68000.0,6
36,0,13.0,0,135000.0,9
36,1,2.0,0,94000.0,3
4,1,3.0,0,8196.0,6
25,1,7.0,0,36156.0,3
23,0,1.0,0,11928.0,10
23,0,3.0,0,19602.0,6
34,2,1.0,0,8652.0,6
36,2,23.0,0,155000.0,2
23,0,1.0,0,11496.0,6
6,0,8.0,1,73285.0,6
6,0,3.0,0,46566.0,6
36,0,12.0,0,67900.0,6
5,1,20.0,0,54756.0,6
36,0,4.0,0,75000.0,6
4,3,6.0,0,88787.0,6
36,0,5.0,0,90000.0,6
6,0,5.0,0,68705.0,2
36,0,8.0,0,110000.0,6
23,2,14.0,2,55632.0,6
12,2,8.0,0,38818.0,3
4,2,30.0,0,32784.0,9
36,2,20.0,0,186000.0,6
36,0,11.0,0,104000.0,6
23,0,12.0,0,28872.0,9
27,0,6.0,0,30360.0,5
36,1,3.0,0,72000.0,6
33,2,12.0,0,23040.0,6
36,2,3.0,0,98500.0,6
28,1,2.0,0,31164.0,3
20,0,3.0,0,51564.0,6
36,0,9.0,0,177000.0,6
11,0,5.0,0,54996.0,6
23,0,20.0,0,29748.0,9
31,2,27.0,0,82188.0,5
29,0,4.0,0,43236.0,5
1,0,12.0,0,122576.0,6
36,1,7.0,0,131500.0,8
35,0,11.0,0,35983.0,6
36,0,12.0,0,155000.0,6
21,1,3.0,0,55176.0,6
36,0,12.0,0,130000.0,6
23,0,6.0,0,43008.0,9
0,0,10.0,2,51684.0,9
23,2,3.0,2,5244.0,9
4,0,15.0,0,32784.0,6
23,0,4.0,0,26664.0,6
11,1,1.0,0,8244.0,4
10,1,2.0,0,45830.0,10
2,0,4.0,1,41244.0,6
36,0,4.0,0,200000.0,6
11,2,6.0,0,41244.0,6
23,0,3.0,0,45664.0,6
36,0,9.0,0,10000.0,6
6,0,4.0,0,69468.0,6
11,3,10.0,0,63016.0,5
10,0,4.0,0,45830.0,2
36,0,18.0,0,120000.0,2
11,2,10.0,0,71036.0,6
23,0,4.0,0,8148.0,6
36,0,1.0,0,166600.0,6
36,3,19.0,0,170000.0,6
23,0,2.0,0,31992.0,6
13,0,2.0,1,5760.0,6
28,2,7.0,0,33000.0,9
6,0,10.0,0,145043.0,6
28,2,23.0,2,11004.0,6
36,0,0.5,0,75000.0,5
30,1,2.0,0,30252.0,3
11,0,9.0,2,171862.0,10
36,0,10.0,0,150000.0,6
20,0,0.5,0,52248.0,6
23,0,3.0,0,46578.0,6
20,0,12.0,0,81348.0,5
36,1,8.0,0,85000.0,10
23,0,1.0,0,4992.0,5
1,0,14.0,0,92113.0,6
36,0,2.0,0,75000.0,6
7,2,4.0,0,58800.0,6
14,0,4.0,0,14692.0,10
23,1,2.0,0,25212.0,9
23,0,10.0,0,18000.0,10
1,0,16.0,0,94289.0,6
36,0,13.0,0,120000.0,6
36,0,14.0,0,230000.0,5
15,0,3.0,2,3420.0,10
15,0,3.0,0,95000.0,5
11,0,6.0,0,68745.0,6
36,0,4.0,0,78000.0,6
6,0,14.0,0,99240.0,6
23,2,5.0,0,35748.0,6
36,3,24.0,0,180000.0,6
0,1,9.0,0,49200.0,9
34,0,9.0,0,32892.0,5
36,0,1.0,0,55000.0,6
36,2,7.0,0,88000.0,9
6,0,25.0,2,61071.0,2
35,0,3.0,0,47105.0,6
23,2,12.0,1,19932.0,6
35,1,3.0,0,52339.0,1
23,2,3.0,0,59364.0,6
11,2,10.0,0,80202.0,0
19,0,5.0,0,9420.0,10
36,0,20.0,0,120000.0,5
14,0,3.0,0,7224.0,6
29,1,20.0,0,63797.0,8
14,0,2.0,0,5597.0,6
1,0,22.0,1,53672.0,6
31,2,3.0,0,59843.0,6
36,0,2.0,0,90000.0,6
36,1,24.0,0,125000.0,2
6,0,14.0,2,106874.0,6
23,2,0.5,0,34705.0,4
35,0,4.0,0,54302.0,6
11,0,13.0,0,21012.0,6
35,0,9.0,0,85051.0,6
11,0,8.0,0,60037.0,6
18,2,10.0,0,51215.0,6
36,0,0.5,0,50000.0,2
23,0,1.0,0,3372.0,6
30,2,12.0,0,50871.0,6
30,0,10.0,0,51559.0,6
11,2,4.0,0,22956.0,3
36,0,20.0,0,160000.0,6
36,1,10.0,0,120000.0,8
11,2,15.0,2,91660.0,6
14,0,6.0,0,13596.0,6
36,1,15.0,0,93000.0,6
36,1,6.0,0,120000.0,6
36,1,24.0,2,180000.0,6
8,0,4.0,0,101280.0,6
6,0,3.0,0,53437.0,6
23,1,15.0,0,61308.0,5
6,0,2.0,0,35879.0,3
25,2,12.0,0,51300.0,6
36,0,20.0,0,94020.0,6
11,0,3.0,0,68745.0,6
36,1,2.0,0,69888.0,8
14,0,3.0,0,2099.0,6
18,3,23.0,0,103117.0,3
14,0,2.0,0,13993.0,6
36,0,8.0,0,107000.0,6
36,1,1.0,0,56000.0,9
36,1,10.0,0,98000.0,6
35,0,21.0,0,71966.0,3
36,0,2.0,0,78000.0,6
36,0,16.0,0,150000.0,6
4,0,11.0,1,15864.0,6
10,3,11.0,0,30252.0,3
14,0,10.0,0,19590.0,6
28,0,9.0,0,43080.0,5
6,3,30.0,0,171762.0,6
36,1,2.0,0,59000.0,8
36,0,19.0,0,100000.0,5
36,2,1.0,0,82500.0,0
10,2,13.0,0,57287.0,6
36,0,14.0,0,130000.0,9
32,3,18.0,1,90417.0,3
36,0,2.0,0,86320.0,6
11,0,9.0,0,49500.0,10
31,0,15.0,0,53028.0,6
23,0,8.0,0,11184.0,5
36,1,10.0,2,106000.0,9
23,2,3.0,0,22668.0,6
4,1,2.0,0,9204.0,6
34,0,3.0,0,24000.0,6
36,0,6.0,0,95000.0,6
14,0,0.5,0,5037.0,6
10,2,8.0,0,48694.0,6
11,2,6.0,0,68748.0,6
17,0,7.0,0,75601.0,9
36,0,21.0,0,225000.0,6
14,0,2.0,0,7696.0,10
36,1,25.0,2,240000.0,0
19,0,5.0,0,34548.0,6
14,0,4.0,0,4702.0,6
36,0,16.0,0,95600.0,6
10,0,9.0,0,45830.0,6
1,0,1.0,0,52947.0,3
36,0,18.0,0,160000.0,6
36,0,4.0,0,100000.0,3
36,0,6.0,0,95200.0,6
35,0,15.0,0,78508.0,6
20,0,3.0,0,49181.0,9
10,2,4.0,2,72180.0,6
3,0,4.0,2,116868.0,6
23,0,4.0,0,11088.0,6
23,0,3.0,0,15120.0,9
36,0,13.0,0,180000.0,6
4,0,5.0,0,21312.0,5
35,0,1.0,0,32712.0,5
4,0,9.0,0,28412.0,6
35,2,3.0,0,86359.0,6
23,0,6.0,2,22260.0,6
36,0,3.0,0,110000.0,2
36,0,14.0,0,85000.0,6
4,0,3.0,0,65568.0,6
36,0,10.0,0,155000.0,2
6,1,5.0,0,54964.0,9
32,2,3.0,0,90420.0,5
25,2,10.0,0,48096.0,6
29,0,2.0,0,22517.0,9
14,0,2.0,0,14553.0,5
36,2,3.0,0,105000.0,6
35,2,2.0,0,52666.0,6
11,0,3.0,0,58433.0,6
10,0,4.0,0,27492.0,6
23,0,4.0,0,21972.0,6
36,2,6.0,0,175000.0,0
7,0,7.0,0,29400.0,6
36,1,35.0,0,115000.0,6
36,0,12.0,0,107000.0,2
36,0,2.0,0,74000.0,6
10,2,3.0,0,36664.0,6
35,1,22.0,0,68041.0,5
24,0,6.0,0,10836.0,9
30,3,2.0,0,18905.0,6
23,2,12.0,0,43992.0,6
20,1,0.5,1,27498.0,2
11,2,29.0,0,59139.0,5
36,3,8.0,0,250000.0,6
6,0,7.0,0,38551.0,6
36,2,7.0,0,120000.0,6
4,0,4.0,0,45000.0,9
35,0,19.0,0,91593.0,10
34,1,2.0,2,12984.0,9
13,2,5.0,2,34644.0,6
36,2,8.0,0,56000.0,6
23,2,11.0,0,42624.0,6
36,2,4.0,0,90000.0,6
25,2,8.0,0,64128.0,6
20,0,5.0,0,52557.0,6
23,0,2.0,0,7728.0,6
11,0,3.0,0,54996.0,6
36,2,8.0,0,125000.0,6
36,0,5.0,0,125000.0,3
19,0,4.0,0,15708.0,6
23,0,3.0,0,24744.0,6
17,0,7.0,0,108864.0,6
36,0,1.0,0,65000.0,4
36,2,2.0,0,101500.0,6
36,1,29.0,0,120000.0,6
4,1,21.0,0,49176.0,6
13,2,0.5,0,14292.0,5
35,2,18.0,0,51030.0,3
20,0,25.0,0,105409.0,6
23,0,2.0,0,5736.0,6
36,3,42.0,2,150000.0,6
14,0,3.0,0,26586.0,6
13,0,16.0,0,12996.0,5
6,0,21.0,0,61071.0,6
11,0,2.0,0,46884.0,6
36,0,2.0,0,61000.0,6
28,3,9.0,2,18336.0,9
23,1,2.0,0,10344.0,6
36,0,3.0,0,77500.0,3
33,1,5.0,2,8064.0,6
1,0,13.0,0,58024.0,6
17,0,12.0,0,108864.0,6
36,0,10.0,0,80000.0,5
17,2,12.0,0,105564.0,3
36,0,2.0,0,103000.0,2
11,2,2.0,0,68745.0,6
23,0,8.0,0,21816.0,6
36,0,2.0,0,78000.0,5
30,0,27.0,0,20628.0,9
36,0,1.0,0,112500.0,6
36,0,25.0,0,65000.0,6
4,1,11.0,0,26232.0,9
14,0,5.0,0,1566.0,6
5,1,4.0,0,18252.0,6
24,2,7.0,0,14220.0,6
33,0,1.0,0,17280.0,5
35,1,9.0,0,117763.0,10
14,1,7.0,0,8904.0,10
35,0,12.0,0,130847.0,6
6,2,8.0,0,61071.0,6
36,0,20.0,0,150000.0,5
11,2,4.0,1,6876.0,5
22,0,3.0,0,59247.0,9
36,0,19.0,0,92000.0,4
36,0,4.0,0,74000.0,9
8,3,1.0,0,81948.0,5
11,0,6.0,0,68745.0,5
36,0,19.0,0,140000.0,6
31,1,9.0,0,80856.0,4
8,2,10.0,0,153455.0,6
14,0,2.0,0,3360.0,6
11,2,8.0,0,54996.0,6
35,2,3.0,0,46451.0,6
6,1,2.0,0,42750.0,6
28,0,16.0,0,25668.0,6
23,0,4.0,0,27252.0,6
2,0,8.0,0,45372.0,6
8,2,10.0,0,147312.0,3
36,2,2.0,0,145000.0,6
36,0,22.0,0,187000.0,6
36,0,9.0,0,197000.0,6
36,2,7.0,0,120000.0,6
4,0,6.0,0,18036.0,6
11,0,10.0,0,83067.0,6
28,1,6.0,1,8244.0,6
23,0,7.0,0,11532.0,6
23,0,1.0,0,6624.0,6
36,0,3.0,2,14000.0,3
5,2,3.0,0,18252.0,6
30,1,15.0,0,74474.0,6
27,2,2.0,0,9828.0,3
11,0,1.0,0,59579.0,6
35,2,42.0,2,147200.0,6
20,1,3.0,0,28872.0,10
18,2,3.0,0,28644.0,6
35,2,14.0,0,71966.0,6
36,1,11.0,0,88000.0,4
32,3,7.0,0,68712.0,3
36,0,3.0,0,110000.0,6
6,0,3.0,0,61071.0,6
36,3,2.0,0,67000.0,3
6,1,12.0,0,91606.0,0
36,0,7.0,0,63000.0,6
14,0,5.0,0,8396.0,6
30,3,3.0,0,33800.0,6
32,1,3.0,0,63292.0,6
14,2,4.0,0,8396.0,10
4,1,2.0,0,4752.0,9
25,0,5.0,0,48744.0,6
36,2,6.0,0,135000.0,6
4,1,3.0,0,6552.0,6
11,2,8.0,0,77911.0,6
36,1,3.0,0,63500.0,0
36,0,2.0,0,100000.0,6
33,1,3.0,0,12900.0,6
35,2,4.0,0,43180.0,6
36,0,6.0,0,135000.0,6
14,0,5.0,0,9445.0,6
6,0,3.0,0,40459.0,6
23,0,3.0,0,19500.0,6
10,0,4.0,1,13749.0,6
30,2,6.0,0,46976.0,6
36,2,2.0,0,100000.0,6
14,0,1.0,0,67164.0,6
23,0,4.0,0,23376.0,6
2,2,8.0,0,67256.0,6
36,2,3.0,0,85000.0,6
